M,Nullam@etmagnisdis.ca,1993-08-16,12345,(06)573477156
M,Donec.tempus@Seddictum.ca,1990-05-14,12345,(91)790050093
F,Morbi.metus@nonmassa.edu,1982-10-04,12345,(22)792845522
M,Sed.dictum.Proin@eutelluseu.com,1985-07-02,12345,(77)444440517
F,orci.lobortis@nuncInat.org,1994-11-01,12345,(63)801870236
F,Sed.nec.metus@eros.org,1972-07-28,12345,(55)143410326
F,a.felis.ullamcorper@nonante.com,1979-08-13,12345,(22)150737099
F,ultricies@natoquepenatibus.net,1989-08-12,12345,(55)392639562
M,felis.ullamcorper.viverra@luctus.net,1980-03-05,12345,(55)830796745
F,lorem@Crasvulputatevelit.ca,1976-05-31,12345,(26)811749524
F,dictum@imperdietullamcorper.com,1997-09-20,12345,(65)482358571
M,rutrum.lorem@porttitorscelerisque.com,1976-09-21,12345,(25)949642584
F,volutpat.Nulla@Cras.org,1979-02-22,12345,(65)500251053
F,dui.quis.accumsan@Phasellus.ca,1993-08-13,12345,(88)186662002
F,consectetuer@adipiscingfringilla.edu,1978-10-30,12345,(55)591808995
M,Integer.vitae@aliquetodio.org,1975-05-09,12345,(57)190086151
M,dignissim@tellus.co.uk,1987-01-18,12345,(74)490844868
F,montes@cubiliaCuraePhasellus.com,1977-02-19,12345,(21)564270783
F,massa.non.ante@magnis.co.uk,1974-05-11,12345,(86)919062371
M,in.faucibus.orci@vestibulum.org,1981-12-20,12345,(47)619255503
M,eget@ultricesDuis.org,1979-09-20,12345,(55)382990423
F,placerat.Cras.dictum@Nulla.co.uk,1997-07-23,12345,(21)378049757
F,leo.Morbi.neque@cubiliaCurae.ca,1977-11-07,12345,(20)106211615
M,per.conubia.nostra@tellus.net,1992-03-28,12345,(98)386034707
F,nunc.sit.amet@mauris.net,1975-10-30,12345,(79)602914331
F,primis@dictum.ca,1985-09-29,12345,(81)874920991
M,diam.at.pretium@justonecante.co.uk,1992-03-18,12345,(19)618505707
M,volutpat.nunc@nec.ca,1981-12-01,12345,(33)877839092
F,lorem.tristique.aliquet@Nullaegetmetus.org,1982-02-24,12345,(18)654445625
F,in.dolor@ac.net,1974-01-31,12345,(11)642464496
F,orci.Phasellus@magna.org,1974-07-20,12345,(45)064788990
F,Donec.vitae@purusMaecenaslibero.co.uk,1976-03-23,12345,(27)343813211
M,euismod.mauris@feugiatnon.edu,1995-11-04,12345,(28)080773717
F,mauris.sapien.cursus@Quisqueac.net,1980-07-15,12345,(00)083225499
M,et@ornarelectusante.ca,1978-03-25,12345,(17)320525866
